TransactionID,Date,AccountID,DeptID,CustomerID,ProductID,Amount,Quantity,Currency,Type,InvoiceID
127,2025-01-03,200,3,,5.0,-5350.21,,USD,Expense,
128,2025-12-27,100,5,2.0,4.0,1686.12,32.0,CAD,Revenue,INV-251227-128
129,2025-12-27,200,3,,4.0,-470.6,,CAD,Expense,
130,2025-03-30,100,3,15.0,4.0,972.84,22.0,USD,Revenue,INV-250330-130
131,2025-03-30,200,3,,4.0,-305.97,,USD,Expense,
132,2023-01-21,100,3,13.0,2.0,559.78,3.0,CAD,Revenue,INV-230121-132
133,2023-01-21,200,3,,2.0,-329.09,,CAD,Expense,
134,2023-03-28,110,4,6.0,5.0,37690.22,47.0,EUR,Revenue,INV-230328-134
135,2023-03-28,200,3,,5.0,-11999.35,,EUR,Expense,
136,2025-03-21,100,3,16.0,1.0,6739.07,48.0,USD,Revenue,INV-250321-136
137,2025-03-21,200,3,,1.0,-3557.58,,USD,Expense,
138,2025-10-22,100,2,14.0,1.0,1018.61,6.0,CAD,Revenue,INV-251022-138
139,2025-10-22,200,3,,1.0,-471.02,,CAD,Expense,
140,2023-03-05,100,1,18.0,4.0,2317.65,47.0,CAD,Revenue,INV-230305-140
141,2023-03-05,200,3,,4.0,-761.43,,CAD,Expense,
142,2023-11-27,110,2,17.0,3.0,16921.0,23.0,CAD,Revenue,INV-231127-142
143,2023-11-27,200,3,,3.0,-4352.54,,CAD,Expense,
144,2025-08-02,100,5,2.0,4.0,2446.35,41.0,EUR,Revenue,INV-250802-144
145,2025-08-02,200,3,,4.0,-698.82,,EUR,Expense,
146,2025-08-02,210,2,,,-2069.88,,EUR,Expense,
147,2024-08-11,110,5,1.0,5.0,12267.14,33.0,USD,Revenue,INV-240811-147
148,2024-08-11,200,3,,5.0,-3861.33,,USD,Expense,
149,2024-03-27,110,1,11.0,3.0,554.59,1.0,CAD,Revenue,INV-240327-149
150,2024-03-27,200,3,,3.0,-178.87,,CAD,Expense,
151,2023-01-12,100,4,3.0,2.0,372.79,2.0,CAD,Revenue,INV-230112-151
152,2023-01-12,200,3,,2.0,-152.83,,CAD,Expense,
153,2023-03-13,100,6,13.0,2.0,7329.67,46.0,USD,Revenue,INV-230313-153
154,2023-03-13,200,3,,2.0,-3225.81,,USD,Expense,
155,2025-09-22,100,2,14.0,4.0,26.44,1.0,USD,Revenue,INV-250922-155
156,2025-09-22,200,3,,4.0,-9.04,,USD,Expense,
157,2023-11-04,100,1,20.0,1.0,6578.91,31.0,USD,Revenue,INV-231104-157
158,2023-11-04,200,3,,1.0,-3185.06,,USD,Expense,
159,2024-10-01,100,6,11.0,1.0,3678.94,24.0,CAD,Revenue,INV-241001-159
160,2024-10-01,200,3,,1.0,-1834.6,,CAD,Expense,
161,2025-07-21,100,3,1.0,4.0,2012.97,44.0,CAD,Revenue,INV-250721-161
162,2025-07-21,200,3,,4.0,-565.21,,CAD,Expense,
163,2023-09-27,100,2,1.0,4.0,1726.26,47.0,CAD,Revenue,INV-230927-163
164,2023-09-27,200,3,,4.0,-580.4,,CAD,Expense,
165,2024-09-16,100,3,18.0,4.0,1738.96,35.0,CAD,Revenue,INV-240916-165
166,2024-09-16,200,3,,4.0,-441.68,,CAD,Expense,
167,2023-08-24,110,6,1.0,5.0,20126.25,24.0,CAD,Revenue,INV-230824-167
168,2023-08-24,200,3,,5.0,-6625.28,,CAD,Expense,
1,2025-12-17,100,3,6.0,2.0,647.42,4.0,CAD,Revenue,INV-251217-1
2,2025-12-17,200,3,,2.0,-321.2,,CAD,Expense,
3,2023-10-22,110,1,17.0,5.0,22154.34,35.0,CAD,Revenue,INV-231022-3
4,2023-10-22,200,3,,5.0,-6798.88,,CAD,Expense,
5,2023-10-22,210,2,,,-779.27,,CAD,Expense,
6,2024-08-31,110,3,16.0,3.0,17009.97,21.0,CAD,Revenue,INV-240831-6
7,2024-08-31,200,3,,3.0,-4446.6,,CAD,Expense,
8,2024-04-26,100,1,4.0,4.0,1097.64,27.0,USD,Revenue,INV-240426-8
9,2024-04-26,200,3,,4.0,-281.97,,USD,Expense,
10,2023-01-06,110,4,20.0,3.0,26841.36,26.0,USD,Revenue,INV-230106-10
11,2023-01-06,200,3,,3.0,-7980.64,,USD,Expense,
12,2025-03-11,100,1,19.0,1.0,4757.03,42.0,USD,Revenue,INV-250311-12
13,2025-03-11,200,3,,1.0,-2779.45,,USD,Expense,
14,2025-03-31,110,2,5.0,3.0,28166.35,43.0,CAD,Revenue,INV-250331-14
15,2025-03-31,200,3,,3.0,-8818.14,,CAD,Expense,
16,2024-06-06,110,3,11.0,3.0,24675.32,32.0,CAD,Revenue,INV-240606-16
17,2024-06-06,200,3,,3.0,-8598.19,,CAD,Expense,
18,2024-11-02,100,2,4.0,2.0,2143.44,22.0,USD,Revenue,INV-241102-18
19,2024-11-02,200,3,,2.0,-996.24,,USD,Expense,
20,2023-11-27,100,4,2.0,4.0,1235.23,34.0,CAD,Revenue,INV-231127-20
21,2023-11-27,200,3,,4.0,-334.98,,CAD,Expense,
22,2023-03-07,100,6,7.0,2.0,1907.96,21.0,CAD,Revenue,INV-230307-22
23,2023-03-07,200,3,,2.0,-853.49,,CAD,Expense,
24,2025-06-16,100,2,10.0,2.0,1794.1,9.0,CAD,Revenue,INV-250616-24
25,2025-06-16,200,3,,2.0,-1073.93,,CAD,Expense,
26,2024-01-15,110,5,1.0,5.0,48602.41,42.0,CAD,Revenue,INV-240115-26
27,2024-01-15,200,3,,5.0,-13008.87,,CAD,Expense,
28,2025-03-13,100,3,18.0,4.0,2117.08,49.0,USD,Revenue,INV-250313-28
29,2025-03-13,200,3,,4.0,-668.22,,USD,Expense,
30,2024-05-12,100,1,6.0,1.0,5468.22,22.0,USD,Revenue,INV-240512-30
31,2024-05-12,200,3,,1.0,-3126.76,,USD,Expense,
32,2024-08-20,100,2,4.0,1.0,5512.12,25.0,CAD,Revenue,INV-240820-32
33,2024-08-20,200,3,,1.0,-2661.98,,CAD,Expense,
34,2025-04-21,110,3,5.0,5.0,695.8,1.0,CAD,Revenue,INV-250421-34
35,2025-04-21,200,3,,5.0,-188.79,,CAD,Expense,
36,2023-09-21,110,3,13.0,3.0,3863.32,9.0,EUR,Revenue,INV-230921-36
37,2023-09-21,200,3,,3.0,-1235.11,,EUR,Expense,
38,2024-07-02,100,4,4.0,1.0,5560.79,46.0,CAD,Revenue,INV-240702-38
39,2024-07-02,200,3,,1.0,-2820.9,,CAD,Expense,
40,2024-08-31,100,4,19.0,1.0,2107.33,19.0,CAD,Revenue,INV-240831-40
41,2024-08-31,200,3,,1.0,-1217.96,,CAD,Expense,
42,2025-12-31,100,6,20.0,4.0,173.36,5.0,CAD,Revenue,INV-251231-42
43,2025-12-31,200,3,,4.0,-51.66,,CAD,Expense,
44,2023-09-02,100,6,4.0,2.0,3248.53,36.0,CAD,Revenue,INV-230902-44
45,2023-09-02,200,3,,2.0,-1798.51,,CAD,Expense,
46,2023-11-24,100,3,1.0,1.0,1033.31,9.0,CAD,Revenue,INV-231124-46
47,2023-11-24,200,3,,1.0,-563.22,,CAD,Expense,
48,2023-08-30,100,2,14.0,4.0,704.25,31.0,CAD,Revenue,INV-230830-48
49,2023-08-30,200,3,,4.0,-236.08,,CAD,Expense,
50,2025-01-04,110,4,13.0,5.0,11983.6,17.0,USD,Revenue,INV-250104-50
51,2025-01-04,200,3,,5.0,-3451.72,,USD,Expense,
52,2023-06-03,100,3,15.0,4.0,1795.47,31.0,CAD,Revenue,INV-230603-52
53,2023-06-03,200,3,,4.0,-524.62,,CAD,Expense,
54,2023-06-03,210,2,,,-549.84,,CAD,Expense,
55,2024-08-04,100,4,12.0,4.0,400.12,15.0,CAD,Revenue,INV-240804-55
56,2024-08-04,200,3,,4.0,-125.41,,CAD,Expense,
57,2024-12-13,110,5,18.0,5.0,3024.35,5.0,CAD,Revenue,INV-241213-57
58,2024-12-13,200,3,,5.0,-886.49,,CAD,Expense,
59,2023-02-27,110,4,11.0,3.0,7374.9,18.0,EUR,Revenue,INV-230227-59
60,2023-02-27,200,3,,3.0,-2103.32,,EUR,Expense,
61,2023-01-21,100,6,3.0,2.0,4677.19,34.0,CAD,Revenue,INV-230121-61
62,2023-01-21,200,3,,2.0,-2465.39,,CAD,Expense,
63,2023-03-10,100,2,20.0,1.0,7804.08,35.0,CAD,Revenue,INV-230310-63
64,2023-03-10,200,3,,1.0,-3838.45,,CAD,Expense,
65,2025-09-05,110,4,4.0,5.0,2211.62,2.0,CAD,Revenue,INV-250905-65
66,2025-09-05,200,3,,5.0,-771.29,,CAD,Expense,
67,2023-10-23,110,5,2.0,5.0,3277.14,3.0,CAD,Revenue,INV-231023-67
68,2023-10-23,200,3,,5.0,-1064.72,,CAD,Expense,
69,2023-10-23,210,2,,,-922.27,,CAD,Expense,
70,2024-07-28,110,1,3.0,3.0,3856.94,7.0,CAD,Revenue,INV-240728-70
71,2024-07-28,200,3,,3.0,-1158.72,,CAD,Expense,
72,2023-09-19,100,2,17.0,1.0,8002.79,40.0,CAD,Revenue,INV-230919-72
73,2023-09-19,200,3,,1.0,-3981.08,,CAD,Expense,
74,2023-04-11,100,3,3.0,4.0,1756.43,30.0,CAD,Revenue,INV-230411-74
75,2023-04-11,200,3,,4.0,-491.78,,CAD,Expense,
76,2023-04-21,100,6,6.0,4.0,89.49,2.0,CAD,Revenue,INV-230421-76
77,2023-04-21,200,3,,4.0,-28.57,,CAD,Expense,
78,2023-11-08,100,4,3.0,4.0,687.25,13.0,CAD,Revenue,INV-231108-78
79,2023-11-08,200,3,,4.0,-184.51,,CAD,Expense,
80,2023-11-08,210,2,,,-1228.74,,CAD,Expense,
81,2023-12-26,110,3,1.0,3.0,17220.82,49.0,CAD,Revenue,INV-231226-81
82,2023-12-26,200,3,,3.0,-5657.77,,CAD,Expense,
83,2025-01-04,110,2,20.0,5.0,15301.33,39.0,CAD,Revenue,INV-250104-83
84,2025-01-04,200,3,,5.0,-4405.82,,CAD,Expense,
85,2024-04-23,110,6,8.0,3.0,13141.96,17.0,USD,Revenue,INV-240423-85
86,2024-04-23,200,3,,3.0,-3353.07,,USD,Expense,
87,2023-10-17,100,6,15.0,4.0,656.65,12.0,EUR,Revenue,INV-231017-87
88,2023-10-17,200,3,,4.0,-180.18,,EUR,Expense,
89,2023-01-21,100,3,3.0,2.0,5039.98,39.0,USD,Revenue,INV-230121-89
90,2023-01-21,200,3,,2.0,-2958.1,,USD,Expense,
91,2023-12-04,100,3,10.0,2.0,5649.89,33.0,CAD,Revenue,INV-231204-91
92,2023-12-04,200,3,,2.0,-2477.6,,CAD,Expense,
93,2023-12-12,100,5,17.0,2.0,5045.39,31.0,CAD,Revenue,INV-231212-93
94,2023-12-12,200,3,,2.0,-2963.54,,CAD,Expense,
95,2023-12-12,210,2,,,-1190.28,,CAD,Expense,
96,2025-04-14,100,3,9.0,1.0,3415.41,16.0,CAD,Revenue,INV-250414-96
97,2025-04-14,200,3,,1.0,-1825.0,,CAD,Expense,
98,2023-10-21,100,2,19.0,1.0,11123.98,48.0,USD,Revenue,INV-231021-98
99,2023-10-21,200,3,,1.0,-4823.41,,USD,Expense,
100,2024-08-05,100,3,6.0,1.0,5115.68,39.0,CAD,Revenue,INV-240805-100
101,2024-08-05,200,3,,1.0,-2706.33,,CAD,Expense,
102,2024-08-05,210,2,,,-4796.74,,CAD,Expense,
103,2025-03-05,100,1,17.0,4.0,28.29,1.0,USD,Revenue,INV-250305-103
104,2025-03-05,200,3,,4.0,-8.02,,USD,Expense,
105,2023-06-06,110,1,13.0,5.0,12595.83,24.0,CAD,Revenue,INV-230606-105
106,2023-06-06,200,3,,5.0,-3193.87,,CAD,Expense,
107,2025-11-30,110,3,20.0,3.0,2620.21,7.0,USD,Revenue,INV-251130-107
108,2025-11-30,200,3,,3.0,-888.46,,USD,Expense,
109,2024-08-12,100,2,14.0,2.0,8558.28,46.0,USD,Revenue,INV-240812-109
110,2024-08-12,200,3,,2.0,-3667.26,,USD,Expense,
111,2025-10-23,100,2,3.0,2.0,6522.73,29.0,CAD,Revenue,INV-251023-111
112,2025-10-23,200,3,,2.0,-3230.15,,CAD,Expense,
113,2025-01-07,110,3,15.0,3.0,1064.73,2.0,USD,Revenue,INV-250107-113
114,2025-01-07,200,3,,3.0,-293.19,,USD,Expense,
115,2024-02-17,100,5,7.0,1.0,3414.0,29.0,USD,Revenue,INV-240217-115
116,2024-02-17,200,3,,1.0,-1516.28,,USD,Expense,
117,2024-02-17,210,2,,,-2235.66,,USD,Expense,
118,2025-06-11,100,4,13.0,4.0,97.53,4.0,CAD,Revenue,INV-250611-118
119,2025-06-11,200,3,,4.0,-31.68,,CAD,Expense,
120,2023-05-09,100,6,5.0,1.0,1721.78,14.0,USD,Revenue,INV-230509-120
121,2023-05-09,200,3,,1.0,-1000.83,,USD,Expense,
122,2024-06-21,100,6,13.0,1.0,1491.14,12.0,CAD,Revenue,INV-240621-122
123,2024-06-21,200,3,,1.0,-759.85,,CAD,Expense,
124,2023-10-26,110,5,7.0,3.0,6879.42,18.0,EUR,Revenue,INV-231026-124
125,2023-10-26,200,3,,3.0,-2188.04,,EUR,Expense,
126,2025-06-04,100,6,9.0,1.0,4273.14,28.0,USD,Revenue,INV-250604-126
127,2025-06-04,200,3,,1.0,-2525.19,,USD,Expense,
128,2024-04-10,110,5,6.0,3.0,27370.15,25.0,USD,Revenue,INV-240410-128
129,2024-04-10,200,3,,3.0,-7630.65,,USD,Expense,
130,2024-06-13,100,3,19.0,4.0,526.52,19.0,CAD,Revenue,INV-240613-130
131,2024-06-13,200,3,,4.0,-163.63,,CAD,Expense,
132,2024-06-13,210,2,,,-1925.57,,CAD,Expense,
133,2025-12-17,110,4,18.0,5.0,17857.35,19.0,USD,Revenue,INV-251217-133
134,2025-12-17,200,3,,5.0,-6247.02,,USD,Expense,
135,2024-10-12,110,5,10.0,5.0,6171.51,6.0,EUR,Revenue,INV-241012-135
136,2024-10-12,200,3,,5.0,-1614.18,,EUR,Expense,
137,2023-01-05,110,5,1.0,3.0,5346.51,9.0,CAD,Revenue,INV-230105-137
138,2023-01-05,200,3,,3.0,-1358.06,,CAD,Expense,
139,2023-07-20,100,5,18.0,2.0,431.11,4.0,EUR,Revenue,INV-230720-139
140,2023-07-20,200,3,,2.0,-212.19,,EUR,Expense,
141,2024-02-09,100,1,19.0,1.0,7118.75,34.0,CAD,Revenue,INV-240209-141
142,2024-02-09,200,3,,1.0,-3834.87,,CAD,Expense,
143,2024-02-28,110,4,4.0,3.0,21392.17,24.0,CAD,Revenue,INV-240228-143
144,2024-02-28,200,3,,3.0,-7011.23,,CAD,Expense,
145,2023-12-26,100,1,8.0,2.0,8371.42,38.0,CAD,Revenue,INV-231226-145
146,2023-12-26,200,3,,2.0,-3958.64,,CAD,Expense,
147,2023-12-26,210,2,,,-1900.77,,CAD,Expense,
148,2025-01-08,100,5,14.0,4.0,1987.14,47.0,CAD,Revenue,INV-250108-148
149,2025-01-08,200,3,,4.0,-504.93,,CAD,Expense,
150,2025-01-01,110,4,12.0,5.0,5448.24,7.0,CAD,Revenue,INV-250101-150
151,2025-01-01,200,3,,5.0,-1826.8,,CAD,Expense,
152,2023-07-05,100,6,7.0,4.0,426.67,8.0,USD,Revenue,INV-230705-152
153,2023-07-05,200,3,,4.0,-134.91,,USD,Expense,
154,2025-02-15,110,2,19.0,3.0,8110.23,8.0,CAD,Revenue,INV-250215-154
155,2025-02-15,200,3,,3.0,-2573.7,,CAD,Expense,
156,2025-02-15,210,2,,,-3003.61,,CAD,Expense,
157,2023-08-14,110,4,19.0,3.0,8243.04,10.0,CAD,Revenue,INV-230814-157
158,2023-08-14,200,3,,3.0,-2532.98,,CAD,Expense,
159,2025-04-07,110,4,17.0,3.0,2055.34,6.0,CAD,Revenue,INV-250407-159
160,2025-04-07,200,3,,3.0,-704.97,,CAD,Expense,
161,2023-08-09,100,2,20.0,1.0,4751.28,35.0,CAD,Revenue,INV-230809-161
162,2023-08-09,200,3,,1.0,-2149.58,,CAD,Expense,
163,2023-08-09,210,2,,,-4830.24,,CAD,Expense,
164,2023-04-29,100,6,7.0,1.0,474.99,2.0,USD,Revenue,INV-230429-164
165,2023-04-29,200,3,,1.0,-266.21,,USD,Expense,
166,2024-12-25,100,6,11.0,2.0,6327.41,40.0,CAD,Revenue,INV-241225-166
167,2024-12-25,200,3,,2.0,-3181.26,,CAD,Expense,
168,2023-04-22,110,4,5.0,5.0,16674.17,20.0,USD,Revenue,INV-230422-168
169,2023-04-22,200,3,,5.0,-5105.09,,USD,Expense,
170,2023-04-22,210,2,,,-1946.45,,USD,Expense,
171,2024-01-09,100,6,12.0,4.0,629.41,19.0,CAD,Revenue,INV-240109-171
172,2024-01-09,200,3,,4.0,-196.53,,CAD,Expense,
173,2024-01-09,210,2,,,-1566.33,,CAD,Expense,
174,2023-11-05,100,1,17.0,4.0,123.24,5.0,EUR,Revenue,INV-231105-174
175,2023-11-05,200,3,,4.0,-36.72,,EUR,Expense,
176,2023-09-23,100,2,4.0,2.0,4961.77,45.0,CAD,Revenue,INV-230923-176
177,2023-09-23,200,3,,2.0,-2541.42,,CAD,Expense,
178,2024-02-13,110,3,16.0,3.0,14960.11,23.0,USD,Revenue,INV-240213-178
179,2024-02-13,200,3,,3.0,-4572.93,,USD,Expense,
180,2023-06-24,100,1,19.0,2.0,4742.58,27.0,CAD,Revenue,INV-230624-180
181,2023-06-24,200,3,,2.0,-2594.08,,CAD,Expense,
182,2024-02-03,110,1,10.0,5.0,15403.14,18.0,USD,Revenue,INV-240203-182
183,2024-02-03,200,3,,5.0,-4778.23,,USD,Expense,
184,2024-05-01,100,5,2.0,1.0,2955.73,28.0,CAD,Revenue,INV-240501-184
185,2024-05-01,200,3,,1.0,-1335.69,,CAD,Expense,
186,2025-11-18,100,4,10.0,1.0,5403.68,49.0,CAD,Revenue,INV-251118-186
187,2025-11-18,200,3,,1.0,-2317.91,,CAD,Expense,
188,2025-11-18,210,2,,,-2663.34,,CAD,Expense,
189,2023-05-12,100,6,3.0,4.0,901.95,36.0,CAD,Revenue,INV-230512-189
190,2023-05-12,200,3,,4.0,-282.25,,CAD,Expense,
191,2024-02-06,110,2,14.0,3.0,18984.69,26.0,CAD,Revenue,INV-240206-191
192,2024-02-06,200,3,,3.0,-4951.52,,CAD,Expense,
193,2023-05-29,110,3,3.0,3.0,4879.36,5.0,CAD,Revenue,INV-230529-193
194,2023-05-29,200,3,,3.0,-1690.84,,CAD,Expense,
195,2025-11-09,100,4,5.0,2.0,2807.95,18.0,CAD,Revenue,INV-251109-195
196,2025-11-09,200,3,,2.0,-1506.79,,CAD,Expense,
197,2024-10-17,100,4,16.0,2.0,6129.0,41.0,USD,Revenue,INV-241017-197
198,2024-10-17,200,3,,2.0,-2488.84,,USD,Expense,
199,2023-03-28,100,6,14.0,1.0,1868.39,12.0,CAD,Revenue,INV-230328-199
200,2023-03-28,200,3,,1.0,-782.13,,CAD,Expense,
201,2024-09-17,110,4,8.0,3.0,24492.86,32.0,CAD,Revenue,INV-240917-201
202,2024-09-17,200,3,,3.0,-6840.68,,CAD,Expense,
203,2024-04-10,100,3,7.0,4.0,1312.02,33.0,CAD,Revenue,INV-240410-203
204,2024-04-10,200,3,,4.0,-349.42,,CAD,Expense,
205,2025-08-15,100,1,19.0,1.0,1618.56,11.0,EUR,Revenue,INV-250815-205
206,2025-08-15,200,3,,1.0,-747.66,,EUR,Expense,
207,2025-11-19,100,2,18.0,4.0,1259.05,23.0,CAD,Revenue,INV-251119-207
208,2025-11-19,200,3,,4.0,-382.77,,CAD,Expense,
209,2025-12-15,100,4,6.0,2.0,932.15,5.0,CAD,Revenue,INV-251215-209
210,2025-12-15,200,3,,2.0,-430.45,,CAD,Expense,
211,2024-10-22,110,3,9.0,3.0,4417.57,6.0,CAD,Revenue,INV-241022-211
212,2024-10-22,200,3,,3.0,-1109.48,,CAD,Expense,
213,2024-01-21,110,3,10.0,3.0,41029.32,46.0,CAD,Revenue,INV-240121-213
214,2024-01-21,200,3,,3.0,-13916.81,,CAD,Expense,
215,2025-04-15,110,2,4.0,3.0,2441.35,3.0,USD,Revenue,INV-250415-215
216,2025-04-15,200,3,,3.0,-809.99,,USD,Expense,
217,2025-09-22,100,3,7.0,4.0,1713.28,33.0,EUR,Revenue,INV-250922-217
218,2025-09-22,200,3,,4.0,-517.43,,EUR,Expense,
219,2024-09-15,100,4,19.0,1.0,4633.36,41.0,USD,Revenue,INV-240915-219
220,2024-09-15,200,3,,1.0,-2041.57,,USD,Expense,
221,2025-12-27,100,1,2.0,2.0,6659.95,39.0,CAD,Revenue,INV-251227-221
222,2025-12-27,200,3,,2.0,-3769.46,,CAD,Expense,
223,2023-10-23,100,3,1.0,1.0,2192.52,11.0,CAD,Revenue,INV-231023-223
224,2023-10-23,200,3,,1.0,-1289.97,,CAD,Expense,
225,2023-09-27,100,5,3.0,4.0,458.86,18.0,CAD,Revenue,INV-230927-225
226,2023-09-27,200,3,,4.0,-130.33,,CAD,Expense,
227,2023-12-08,100,1,12.0,1.0,1360.23,8.0,CAD,Revenue,INV-231208-227
228,2023-12-08,200,3,,1.0,-694.15,,CAD,Expense,
229,2024-12-08,110,5,11.0,5.0,20664.18,20.0,USD,Revenue,INV-241208-229
230,2024-12-08,200,3,,5.0,-6000.71,,USD,Expense,
231,2024-12-08,210,2,,,-1578.1,,USD,Expense,
232,2023-04-28,100,1,17.0,4.0,527.0,19.0,CAD,Revenue,INV-230428-232
233,2023-04-28,200,3,,4.0,-148.58,,CAD,Expense,
234,2025-05-18,100,5,19.0,1.0,5697.63,43.0,EUR,Revenue,INV-250518-234
235,2025-05-18,200,3,,1.0,-3057.74,,EUR,Expense,
236,2025-10-11,100,3,20.0,2.0,748.01,9.0,CAD,Revenue,INV-251011-236
237,2025-10-11,200,3,,2.0,-431.64,,CAD,Expense,
238,2023-06-22,100,6,6.0,4.0,144.14,5.0,USD,Revenue,INV-230622-238
239,2023-06-22,200,3,,4.0,-42.04,,USD,Expense,
240,2023-06-22,210,2,,,-971.97,,USD,Expense,
241,2025-04-28,110,5,2.0,3.0,31890.01,40.0,CAD,Revenue,INV-250428-241
242,2025-04-28,200,3,,3.0,-8472.59,,CAD,Expense,
243,2023-02-14,110,6,11.0,5.0,23417.13,33.0,CAD,Revenue,INV-230214-243
244,2023-02-14,200,3,,5.0,-5932.57,,CAD,Expense,
245,2025-05-24,110,2,11.0,5.0,12228.54,21.0,CAD,Revenue,INV-250524-245
246,2025-05-24,200,3,,5.0,-4238.88,,CAD,Expense,
247,2024-11-22,100,3,2.0,2.0,4818.94,26.0,CAD,Revenue,INV-241122-247
248,2024-11-22,200,3,,2.0,-2308.86,,CAD,Expense,
249,2024-11-22,210,2,,,-4741.78,,CAD,Expense,
250,2023-02-23,100,6,3.0,4.0,1980.59,34.0,CAD,Revenue,INV-230223-250
251,2023-02-23,200,3,,4.0,-583.07,,CAD,Expense,
252,2024-10-19,100,3,2.0,4.0,1783.95,31.0,CAD,Revenue,INV-241019-252
253,2024-10-19,200,3,,4.0,-546.16,,CAD,Expense,
254,2024-01-23,110,4,5.0,5.0,15738.66,15.0,CAD,Revenue,INV-240123-254
255,2024-01-23,200,3,,5.0,-4542.01,,CAD,Expense,
1,2023-05-28,100,4,19.0,1.0,1289.59,6.0,USD,Revenue,INV-230528-1
2,2023-05-28,200,3,,1.0,-665.84,,USD,Expense,
3,2025-05-13,100,2,9.0,2.0,8267.52,38.0,CAD,Revenue,INV-250513-3
4,2025-05-13,200,3,,2.0,-4846.59,,CAD,Expense,
5,2024-11-26,110,1,5.0,5.0,3041.69,4.0,EUR,Revenue,INV-241126-5
6,2024-11-26,200,3,,5.0,-824.14,,EUR,Expense,
7,2024-03-06,110,5,1.0,3.0,46501.43,45.0,CAD,Revenue,INV-240306-7
8,2024-03-06,200,3,,3.0,-15733.02,,CAD,Expense,
9,2024-02-11,100,4,4.0,1.0,4825.6,36.0,CAD,Revenue,INV-240211-9
10,2024-02-11,200,3,,1.0,-2779.92,,CAD,Expense,
11,2024-08-20,100,3,11.0,1.0,11260.94,49.0,CAD,Revenue,INV-240820-11
12,2024-08-20,200,3,,1.0,-5376.52,,CAD,Expense,
13,2024-08-20,210,2,,,-4556.58,,CAD,Expense,
14,2025-02-07,110,1,6.0,3.0,10934.92,17.0,CAD,Revenue,INV-250207-14
15,2025-02-07,200,3,,3.0,-2919.43,,CAD,Expense,
16,2024-02-28,100,3,20.0,1.0,2263.86,16.0,CAD,Revenue,INV-240228-16
17,2024-02-28,200,3,,1.0,-1232.15,,CAD,Expense,
18,2025-11-02,110,2,20.0,3.0,21721.29,35.0,CAD,Revenue,INV-251102-18
19,2025-11-02,200,3,,3.0,-6112.9,,CAD,Expense,
20,2025-04-19,110,4,18.0,5.0,24049.66,37.0,CAD,Revenue,INV-250419-20
21,2025-04-19,200,3,,5.0,-7671.11,,CAD,Expense,
22,2025-08-02,110,4,2.0,5.0,32702.83,40.0,EUR,Revenue,INV-250802-22
23,2025-08-02,200,3,,5.0,-11255.34,,EUR,Expense,
24,2024-02-26,100,5,1.0,1.0,5462.25,28.0,CAD,Revenue,INV-240226-24
25,2024-02-26,200,3,,1.0,-2244.11,,CAD,Expense,
26,2024-02-21,110,5,5.0,5.0,21442.18,25.0,CAD,Revenue,INV-240221-26
27,2024-02-21,200,3,,5.0,-5483.77,,CAD,Expense,
28,2024-02-21,210,2,,,-2996.34,,CAD,Expense,
29,2025-03-08,110,6,14.0,5.0,46061.74,43.0,USD,Revenue,INV-250308-29
30,2025-03-08,200,3,,5.0,-15842.12,,USD,Expense,
31,2025-12-14,100,5,15.0,4.0,863.46,41.0,CAD,Revenue,INV-251214-31
32,2025-12-14,200,3,,4.0,-230.4,,CAD,Expense,
33,2023-10-06,100,2,20.0,1.0,8587.41,40.0,CAD,Revenue,INV-231006-33
34,2023-10-06,200,3,,1.0,-3965.77,,CAD,Expense,
35,2024-12-21,100,1,4.0,4.0,1242.8,31.0,CAD,Revenue,INV-241221-35
36,2024-12-21,200,3,,4.0,-431.2,,CAD,Expense,
37,2024-07-06,100,5,2.0,2.0,7698.39,45.0,EUR,Revenue,INV-240706-37
38,2024-07-06,200,3,,2.0,-4580.8,,EUR,Expense,
39,2024-10-02,100,6,5.0,4.0,1218.93,24.0,CAD,Revenue,INV-241002-39
40,2024-10-02,200,3,,4.0,-321.5,,CAD,Expense,
41,2025-03-18,110,4,10.0,3.0,29072.05,44.0,CAD,Revenue,INV-250318-41
42,2025-03-18,200,3,,3.0,-7466.81,,CAD,Expense,
43,2023-08-05,110,3,6.0,3.0,369.91,1.0,CAD,Revenue,INV-230805-43
44,2023-08-05,200,3,,3.0,-111.65,,CAD,Expense,
45,2023-01-01,100,4,18.0,4.0,1765.52,33.0,CAD,Revenue,INV-230101-45
46,2023-01-01,200,3,,4.0,-526.91,,CAD,Expense,
47,2023-01-01,210,2,,,-2172.7,,CAD,Expense,
48,2025-09-08,110,1,3.0,5.0,5512.58,8.0,USD,Revenue,INV-250908-48
49,2025-09-08,200,3,,5.0,-1446.76,,USD,Expense,
50,2024-06-27,100,2,7.0,2.0,2349.7,22.0,USD,Revenue,INV-240627-50
51,2024-06-27,200,3,,2.0,-1307.83,,USD,Expense,
52,2025-10-13,110,5,4.0,3.0,36611.34,45.0,CAD,Revenue,INV-251013-52
53,2025-10-13,200,3,,3.0,-10058.11,,CAD,Expense,
54,2025-10-13,210,2,,,-4456.55,,CAD,Expense,
55,2024-07-31,100,4,7.0,2.0,1219.14,13.0,CAD,Revenue,INV-240731-55
56,2024-07-31,200,3,,2.0,-671.02,,CAD,Expense,
57,2025-02-09,100,5,11.0,1.0,5882.21,39.0,CAD,Revenue,INV-250209-57
